date,project,pod,regression_tests_automated,regression_tests_refactored,regression_tests_executed,regression_tests_passed,regression_tests_failed,shakedown_tests_automated,shakedown_tests_refactored,shakedown_tests_executed,shakedown_tests_passed,shakedown_tests_failed,defects_reported
03-08-2023,Mustangs,1,731,589,133,40,93,80,31,77,13,64,0
03-09-2021,Discovery,2,726,354,545,104,441,62,57,55,25,30,0
03-09-2021,ImpactTraining,2,353,111,340,197,143,55,15,30,8,22,3
03-09-2021,CelestialInterface,3,397,154,329,249,80,95,10,76,47,29,8
03-09-2021,Mustangs,1,355,207,28,10,18,76,60,35,24,11,0
03-09-2021,CelestialInterface,2,478,38,63,37,26,69,29,2,1,1,0
03-09-2021,GrayPanthers,2,577,101,26,22,4,98,58,63,6,57,7
03-09-2021,CelestialInterface,2,335,31,121,59,62,75,30,0,0,0,0
03-09-2021,Quicksilver,1,426,276,231,58,173,88,78,4,0,4,0
03-09-2021,ImpactTraining,1,518,53,169,31,138,85,64,77,51,26,6
03-09-2021,PrimeSeven,3,678,335,149,51,98,95,76,2,1,1,0
03-09-2022,Mustangs,2,501,439,113,111,2,69,29,17,12,5,1
03-09-2022,BitterLaser,1,542,92,523,254,269,82,21,14,7,7,1
03-09-2022,BitterLaser,1,196,175,151,149,2,97,63,67,27,40,1
03-09-2022,Aurora,3,642,209,629,1,628,99,43,18,9,9,0
03-09-2022,Aurora,1,913,404,454,67,387,53,2,43,40,3,1
03-09-2022,GrayPanthers,2,446,372,82,69,13,88,7,77,51,26,0
03-09-2022,CelestialInterface,2,882,131,61,43,18,85,4,0,0,0,0
03-09-2022,Aurora,3,229,66,60,23,37,69,1,61,4,57,8
03-09-2022,BitterLaser,3,735,247,255,155,100,80,69,42,4,38,5
03-09-2022,Mustangs,1,596,244,99,68,31,77,68,5,0,5,0
03-09-2022,ImpactTraining,2,116,46,96,30,66,64,47,4,2,2,0
03-09-2022,Honeycomb,2,132,103,123,54,69,54,17,41,3,38,0
03-09-2022,BitterLaser,3,371,349,362,334,28,86,35,43,29,14,4
03-09-2022,Honeycomb,3,738,724,307,184,123,73,12,18,17,1,1
03-09-2023,Quicksilver,2,839,37,282,194,88,87,46,56,31,25,6
03-09-2023,Quicksilver,1,898,271,354,299,55,61,28,9,7,2,0
03-09-2023,PrimeSeven,1,377,79,317,316,1,97,9,96,30,66,1
03-09-2023,Quicksilver,1,857,758,806,616,190,74,59,24,3,21,1
03-09-2023,CelestialInterface,1,219,94,202,80,122,55,10,36,5,31,2
03-09-2023,CelestialInterface,1,985,744,586,84,502,87,5,38,29,9,1
03-09-2023,Honeycomb,3,442,28,307,24,283,74,71,63,23,40,0
03-09-2023,GrayPanthers,1,132,52,67,55,12,100,10,89,13,76,6
03-09-2023,CelestialInterface,1,497,32,350,295,55,74,21,9,1,8,0
03-09-2023,BitterLaser,3,400,321,25,19,6,58,30,31,12,19,2
03-09-2023,Honeycomb,2,186,16,134,126,8,73,13,9,3,6,0
03-09-2023,BitterLaser,2,708,614,624,293,331,73,9,58,57,1,3
03-10-2021,Mustangs,3,464,296,86,64,22,88,84,10,9,1,0
03-10-2021,Quicksilver,2,132,10,20,10,10,55,39,47,21,26,2
03-10-2021,Mustangs,2,657,184,19,3,16,77,40,47,42,5,2
03-10-2021,Aurora,2,234,94,209,180,29,91,41,81,63,18,0
03-10-2021,BitterLaser,2,591,289,122,86,36,74,5,34,26,8,1
03-10-2021,Aurora,1,728,592,725,67,658,85,11,33,4,29,1
03-10-2021,ImpactTraining,3,835,679,623,150,473,96,28,92,7,85,12
03-10-2021,Mustangs,2,767,524,721,337,384,81,25,61,40,21,0
03-10-2021,BitterLaser,3,909,805,867,763,104,92,87,67,13,54,2
03-10-2021,GrayPanthers,3,194,82,92,89,3,99,47,66,18,48,4
03-10-2021,Honeycomb,2,626,38,310,31,279,55,34,48,5,43,1
03-10-2021,Honeycomb,2,358,141,133,36,97,90,28,84,41,43,3
03-10-2021,Quicksilver,3,968,722,505,172,333,87,23,52,23,29,4
03-10-2022,Quicksilver,2,710,97,281,265,16,72,54,60,10,50,1
03-10-2022,PrimeSeven,3,175,92,152,108,44,73,27,69,56,13,2
03-10-2022,Aurora,3,906,616,806,550,256,79,52,26,7,19,0
03-10-2022,Honeycomb,2,147,106,10,7,3,51,43,10,2,8,0
03-10-2022,Honeycomb,2,813,89,157,68,89,87,14,61,57,4,4
03-10-2022,Honeycomb,2,698,690,436,233,203,76,62,38,37,1,4
03-10-2022,Mustangs,3,400,159,291,203,88,86,8,27,24,3,1
03-10-2023,GrayPanthers,2,751,688,119,111,8,77,46,25,0,25,2
03-10-2023,Aurora,1,624,173,301,31,270,62,58,18,16,2,1
03-10-2023,CelestialInterface,2,489,393,234,35,199,71,68,23,10,13,1
03-10-2023,ImpactTraining,1,880,35,113,3,110,86,40,76,30,46,2
03-10-2023,Aurora,3,950,229,171,100,71,66,33,44,40,4,3
03-10-2023,GrayPanthers,3,208,56,7,0,7,76,63,27,21,6,3
03-10-2023,CelestialInterface,3,695,457,481,310,171,60,0,16,5,11,1
03-10-2023,BitterLaser,2,181,71,15,9,6,73,16,19,15,4,0
03-10-2023,Discovery,3,437,368,400,307,93,53,26,43,20,23,1
03-11-2021,Discovery,1,588,517,180,148,32,64,27,39,14,25,4
03-11-2021,Mustangs,2,908,96,790,45,745,55,3,27,3,24,2
03-11-2021,ImpactTraining,2,865,640,792,303,489,85,21,41,8,33,3
03-11-2021,BitterLaser,1,467,125,5,2,3,91,33,22,16,6,2
03-11-2021,BitterLaser,2,309,26,146,105,41,86,51,69,50,19,6
03-11-2021,CelestialInterface,3,765,456,527,286,241,87,2,86,43,43,6
03-11-2021,CelestialInterface,2,346,192,62,56,6,98,34,67,39,28,0
03-11-2021,Discovery,3,744,20,109,32,77,56,13,10,0,10,0
03-11-2021,Quicksilver,2,805,769,184,43,141,98,41,79,39,40,4
03-11-2021,Honeycomb,3,571,401,264,129,135,87,19,78,7,71,5
03-11-2022,Honeycomb,2,958,754,201,124,77,75,35,4,1,3,0
03-11-2022,PrimeSeven,1,327,127,92,43,49,84,34,70,4,66,4
03-11-2022,Honeycomb,3,375,193,198,12,186,77,29,12,7,5,0
03-11-2022,PrimeSeven,1,452,4,271,34,237,52,21,27,13,14,0
03-11-2022,BitterLaser,1,673,632,613,168,445,98,67,31,22,9,1
03-11-2022,Mustangs,2,148,35,119,116,3,81,23,75,9,66,4
03-11-2022,BitterLaser,1,917,247,541,62,479,50,37,2,1,1,0
03-11-2022,Quicksilver,2,715,477,527,500,27,84,82,8,4,4,0
03-11-2022,Honeycomb,2,474,261,210,28,182,69,42,9,2,7,0
03-11-2022,Discovery,3,512,228,373,246,127,97,56,36,7,29,3
03-11-2022,CelestialInterface,1,314,215,23,4,19,66,15,61,8,53,1
03-11-2022,ImpactTraining,1,155,118,35,4,31,83,77,79,21,58,7
03-11-2022,GrayPanthers,1,477,287,231,0,231,70,3,2,0,2,0
03-11-2022,Discovery,3,311,63,177,83,94,54,15,32,14,18,1
03-11-2023,ImpactTraining,1,952,529,805,215,590,66,33,64,35,29,5
03-11-2023,PrimeSeven,1,199,151,77,14,63,54,37,8,0,8,0
03-11-2023,Honeycomb,2,207,126,81,39,42,91,58,83,8,75,2
03-11-2023,ImpactTraining,1,727,358,473,229,244,75,16,30,12,18,3
03-11-2023,Quicksilver,3,542,249,466,439,27,72,28,21,6,15,1
03-11-2023,Quicksilver,1,507,347,10,5,5,67,15,60,7,53,6
03-11-2023,Honeycomb,1,497,335,184,32,152,91,49,31,11,20,0
03-11-2023,PrimeSeven,2,592,375,572,202,370,87,29,73,29,44,9
03-11-2023,Quicksilver,3,795,728,700,96,604,79,68,47,13,34,2
03-12-2021,ImpactTraining,2,266,230,49,25,24,71,56,6,1,5,0
03-12-2021,BitterLaser,1,183,84,87,63,24,56,34,30,29,1,0
03-12-2021,Discovery,2,186,182,181,62,119,72,19,14,7,7,0
03-12-2021,Aurora,2,473,55,59,3,56,88,86,57,13,44,0
03-12-2021,Quicksilver,3,522,16,330,117,213,73,15,3,0,3,0
03-12-2021,ImpactTraining,2,894,876,670,5,665,94,84,44,28,16,2
03-12-2021,Discovery,3,738,233,680,259,421,77,65,23,18,5,1
03-12-2021,Honeycomb,2,959,921,776,239,537,87,5,27,8,19,2
03-12-2021,Discovery,2,196,149,121,110,11,63,58,20,18,2,2
03-12-2022,CelestialInterface,2,331,52,320,287,33,64,54,53,50,3,3
03-12-2022,GrayPanthers,2,166,56,163,23,140,96,8,62,15,47,7
03-12-2022,Honeycomb,3,619,290,354,8,346,57,56,34,13,21,1
03-12-2022,Honeycomb,3,115,63,88,75,13,94,31,12,6,6,0
03-12-2022,Aurora,1,359,185,41,24,17,76,56,44,23,21,4
03-12-2022,BitterLaser,3,204,65,57,17,40,94,61,40,39,1,2
03-12-2022,PrimeSeven,3,339,111,209,199,10,96,28,38,13,25,2
03-12-2022,Discovery,3,396,26,159,98,61,53,5,29,10,19,0
03-12-2023,Aurora,1,569,156,285,140,145,78,64,8,0,8,0
03-12-2023,ImpactTraining,1,206,160,59,55,4,87,79,47,11,36,3
03-12-2023,GrayPanthers,2,598,420,205,166,39,78,43,66,55,11,8
03-12-2023,Mustangs,2,592,430,403,84,319,80,4,37,13,24,0
03-12-2023,Aurora,3,256,103,41,11,30,91,2,63,59,4,1
03-12-2023,Aurora,1,973,55,177,27,150,50,26,28,19,9,0
03-12-2023,Discovery,3,374,196,121,83,38,90,22,16,8,8,0
03-12-2023,PrimeSeven,3,545,542,191,182,9,50,13,3,1,2,0
03-12-2023,ImpactTraining,1,674,354,43,12,31,61,60,41,33,8,2
03-12-2023,GrayPanthers,2,615,81,349,170,179,77,31,51,35,16,4
03-12-2023,GrayPanthers,1,916,908,779,509,270,92,5,77,34,43,1
04-01-2021,Aurora,1,381,253,45,4,41,62,39,24,15,9,0
04-01-2021,Quicksilver,2,284,150,222,69,153,86,72,49,41,8,3
04-01-2021,Discovery,2,496,137,331,0,331,79,56,49,35,14,4
04-01-2021,Quicksilver,3,287,272,91,32,59,96,68,82,2,80,3
04-01-2021,Discovery,3,560,57,373,48,325,79,9,7,2,5,0
04-01-2021,Aurora,2,203,101,37,2,35,67,34,10,0,10,0
04-01-2021,Aurora,1,353,86,139,6,133,55,11,9,5,4,0
04-01-2021,PrimeSeven,2,693,434,284,140,144,91,55,11,7,4,0
04-01-2021,CelestialInterface,3,583,204,307,224,83,51,34,21,13,8,2
04-01-2021,ImpactTraining,1,405,173,284,20,264,88,24,60,44,16,1
04-01-2021,Honeycomb,2,976,852,761,211,550,59,2,1,0,1,0
04-01-2021,CelestialInterface,2,825,265,7,3,4,79,60,11,4,7,0
04-01-2021,Discovery,2,998,526,935,6,929,95,85,63,32,31,6
04-01-2022,Honeycomb,2,256,156,231,50,181,54,2,21,20,1,0
04-01-2022,ImpactTraining,3,589,232,487,127,360,84,48,38,6,32,3
04-01-2022,ImpactTraining,3,733,217,452,78,374,55,42,24,17,7,1
04-01-2022,ImpactTraining,1,309,27,277,21,256,69,44,59,18,41,0
04-01-2022,CelestialInterface,2,212,136,179,146,33,76,57,18,5,13,0
04-01-2022,Discovery,2,848,222,254,26,228,75,57,43,38,5,0
04-01-2022,Discovery,3,119,27,69,13,56,98,76,8,0,8,0
04-01-2022,ImpactTraining,1,313,23,273,225,48,79,65,53,52,1,3
04-01-2022,Quicksilver,1,169,99,75,42,33,90,3,1,0,1,0
04-01-2022,Mustangs,1,246,106,140,107,33,54,12,10,7,3,0
04-01-2022,Quicksilver,2,410,114,207,108,99,66,45,20,19,1,0
04-01-2022,GrayPanthers,3,152,39,90,56,34,78,13,56,50,6,2
04-01-2022,CelestialInterface,2,835,795,785,347,438,73,7,36,8,28,0
04-01-2022,GrayPanthers,2,774,70,27,3,24,54,2,8,1,7,0
04-01-2023,BitterLaser,2,143,42,89,11,78,50,32,44,4,40,2
04-01-2023,GrayPanthers,1,718,387,687,370,317,51,28,21,12,9,2
04-01-2023,Honeycomb,3,434,239,69,63,6,98,31,86,54,32,8
04-01-2023,Quicksilver,3,172,10,114,57,57,74,68,40,5,35,1
04-01-2023,Aurora,3,195,150,171,147,24,55,43,22,8,14,1
04-01-2023,PrimeSeven,3,534,453,417,412,5,75,49,42,15,27,5
04-01-2023,GrayPanthers,3,683,662,274,246,28,51,30,35,34,1,1
04-01-2023,Aurora,2,974,776,771,752,19,66,11,23,12,11,2
04-01-2023,PrimeSeven,1,866,452,44,3,41,82,80,65,21,44,6
04-01-2023,CelestialInterface,1,585,42,156,21,135,57,24,30,3,27,2
04-02-2021,Aurora,2,673,4,39,14,25,77,57,54,36,18,4
04-02-2021,Aurora,2,794,176,463,109,354,100,46,60,43,17,7
04-02-2021,Honeycomb,1,265,165,72,46,26,70,49,34,24,10,4
04-02-2021,Honeycomb,3,382,276,186,127,59,82,51,38,19,19,3
04-02-2021,GrayPanthers,3,195,155,72,59,13,60,22,0,0,0,0
04-02-2022,Mustangs,3,581,233,288,84,204,64,49,16,11,5,0
04-02-2022,ImpactTraining,1,187,73,76,23,53,82,18,49,27,22,4
04-02-2022,BitterLaser,3,531,458,34,4,30,51,48,1,0,1,0
04-02-2022,Discovery,1,106,10,87,47,40,59,17,22,9,13,2
04-02-2023,Quicksilver,3,538,272,406,191,215,63,7,49,37,12,4
04-02-2023,Quicksilver,1,745,605,41,11,30,81,51,60,22,38,3
04-02-2023,PrimeSeven,3,496,347,159,141,18,59,55,34,1,33,2
04-02-2023,ImpactTraining,2,171,71,140,5,135,54,22,51,43,8,2
04-02-2023,Discovery,3,934,843,354,176,178,84,17,20,3,17,2
04-02-2023,BitterLaser,3,433,160,81,30,51,53,27,27,9,18,3
04-02-2023,CelestialInterface,1,314,142,124,79,45,77,73,0,0,0,0
04-02-2023,Quicksilver,1,904,886,700,646,54,65,54,43,39,4,3
04-02-2023,PrimeSeven,3,798,262,160,2,158,99,46,93,82,11,12
04-02-2023,Quicksilver,3,242,235,189,132,57,92,14,59,7,52,6
04-02-2023,Discovery,2,674,653,588,461,127,95,63,67,58,9,0
04-02-2023,Quicksilver,1,594,530,53,52,1,89,61,70,1,69,4
04-02-2023,Mustangs,1,332,47,258,2,256,78,21,67,28,39,4
04-02-2023,Quicksilver,2,275,183,124,37,87,89,41,31,11,20,3
04-02-2023,Aurora,2,568,286,197,12,185,64,35,44,43,1,2
04-02-2023,PrimeSeven,1,137,132,17,0,17,59,22,57,40,17,3
04-02-2023,ImpactTraining,2,151,86,103,38,65,51,4,49,7,42,4
04-03-2021,CelestialInterface,3,905,789,698,159,539,70,68,39,19,20,2
04-03-2021,Aurora,1,611,167,187,71,116,61,23,28,7,21,2
04-03-2021,CelestialInterface,2,234,149,57,52,5,95,0,54,5,49,5
04-03-2021,PrimeSeven,3,818,198,433,20,413,88,37,53,0,53,1
04-03-2021,Quicksilver,3,527,160,520,352,168,78,1,60,59,1,1
04-03-2021,BitterLaser,2,523,96,463,461,2,98,95,52,2,50,4
04-03-2021,Mustangs,3,945,920,298,179,119,95,47,88,80,8,0
04-03-2022,PrimeSeven,1,457,435,296,209,87,88,84,81,30,51,10
04-03-2022,Aurora,1,331,196,18,11,7,89,12,24,1,23,2
04-03-2022,PrimeSeven,2,532,195,226,115,111,59,25,8,6,2,0
04-03-2023,Mustangs,3,699,442,208,35,173,54,0,40,30,10,5
04-03-2023,Quicksilver,2,488,427,199,84,115,71,62,38,36,2,4
04-03-2023,Discovery,1,312,123,287,62,225,93,25,34,29,5,1
04-03-2023,PrimeSeven,3,443,329,268,7,261,60,2,30,9,21,3
04-03-2023,Aurora,3,939,909,104,26,78,53,50,3,1,2,0
04-03-2023,CelestialInterface,3,307,55,306,139,167,58,20,24,1,23,1
04-03-2023,Honeycomb,2,151,104,96,62,34,77,32,33,25,8,3
04-03-2023,ImpactTraining,2,482,154,204,43,161,70,9,10,6,4,0
04-03-2023,Discovery,1,836,505,381,344,37,97,32,73,18,55,1
04-03-2023,GrayPanthers,2,848,193,55,16,39,89,0,28,1,27,3
04-03-2023,PrimeSeven,1,662,380,34,4,30,64,12,12,10,2,0
04-04-2021,BitterLaser,1,742,598,613,357,256,79,44,52,12,40,5
04-04-2021,Aurora,3,339,186,5,3,2,75,46,63,34,29,5
04-04-2021,Quicksilver,2,108,81,84,48,36,99,92,80,56,24,10
04-04-2021,Quicksilver,3,831,614,349,49,300,85,63,74,41,33,0
04-04-2021,ImpactTraining,1,213,146,106,15,91,98,37,14,3,11,1
04-04-2021,Discovery,1,857,26,209,188,21,71,53,37,11,26,1
04-04-2021,Aurora,3,735,612,133,25,108,95,13,93,23,70,12
04-04-2021,Mustangs,2,518,192,334,31,303,75,13,44,31,13,2
04-04-2022,ImpactTraining,2,463,127,394,170,224,73,70,16,9,7,1
04-04-2022,GrayPanthers,1,473,421,50,10,40,52,45,6,1,5,0
04-04-2022,Honeycomb,3,816,565,127,111,16,79,61,6,3,3,0
04-04-2022,Mustangs,2,216,22,150,11,139,59,14,19,11,8,1
04-04-2022,PrimeSeven,3,978,206,332,88,244,75,26,23,5,18,1
04-04-2023,Quicksilver,2,829,116,625,118,507,78,3,71,44,27,4
04-04-2023,CelestialInterface,2,178,167,89,30,59,80,38,72,49,23,6
04-04-2023,CelestialInterface,3,705,239,501,241,260,93,91,60,35,25,2
04-04-2023,Aurora,2,637,607,178,162,16,100,89,33,26,7,1
04-04-2023,BitterLaser,2,204,39,64,62,2,53,3,45,23,22,2
04-04-2023,PrimeSeven,3,789,298,407,93,314,92,41,34,25,9,0
04-04-2023,CelestialInterface,1,765,477,700,366,334,56,34,40,27,13,1
04-04-2023,GrayPanthers,1,158,29,98,22,76,68,11,49,48,1,1
04-04-2023,Quicksilver,3,330,211,83,55,28,52,40,50,19,31,5
04-04-2023,Honeycomb,1,970,947,598,12,586,69,38,14,6,8,0
04-05-2021,Quicksilver,3,794,606,527,0,527,90,87,52,23,29,1
04-05-2021,Honeycomb,2,857,248,460,198,262,90,7,28,19,9,1
04-05-2021,Discovery,3,848,486,174,78,96,64,12,36,0,36,2
04-05-2021,CelestialInterface,2,780,131,695,396,299,79,53,50,6,44,2
04-05-2021,Aurora,1,258,68,19,14,5,54,45,45,31,14,0
04-05-2021,Honeycomb,3,469,312,423,215,208,77,38,38,28,10,3
04-05-2021,ImpactTraining,1,836,97,647,390,257,54,42,2,0,2,0
04-05-2021,GrayPanthers,1,655,129,209,157,52,65,27,29,12,17,2
04-05-2022,ImpactTraining,2,398,337,320,189,131,66,36,26,19,7,2
04-05-2022,Discovery,1,667,45,348,112,236,59,43,41,27,14,3
04-05-2022,PrimeSeven,2,308,202,203,32,171,62,40,1,0,1,0
04-05-2022,CelestialInterface,1,486,112,175,103,72,87,19,30,23,7,2
04-05-2022,Discovery,3,905,87,660,432,228,76,23,50,23,27,5
04-05-2022,PrimeSeven,1,342,243,292,21,271,70,16,0,0,0,0
04-05-2022,ImpactTraining,2,258,71,30,17,13,85,42,3,0,3,0
04-05-2023,BitterLaser,2,364,316,173,73,100,97,51,52,25,27,6
04-05-2023,PrimeSeven,2,184,114,67,1,66,75,4,27,13,14,3
04-05-2023,Discovery,1,108,107,85,12,73,83,63,49,37,12,5
04-05-2023,Quicksilver,1,832,44,423,146,277,54,35,15,3,12,0
04-05-2023,Discovery,3,740,645,624,345,279,67,3,23,8,15,0
04-05-2023,PrimeSeven,2,165,4,64,62,2,99,83,12,0,12,0
04-05-2023,GrayPanthers,2,912,139,227,122,105,59,5,30,14,16,3
04-05-2023,Discovery,2,930,867,97,93,4,50,11,36,23,13,3
04-05-2023,ImpactTraining,2,848,668,397,98,299,86,59,32,13,19,0
04-05-2023,CelestialInterface,3,961,953,591,535,56,74,35,2,1,1,0
04-06-2021,Aurora,3,169,6,119,102,17,88,77,34,13,21,2
04-06-2021,CelestialInterface,1,492,20,114,68,46,68,20,1,0,1,0
04-06-2021,Discovery,2,502,370,236,205,31,65,44,19,1,18,1
04-06-2021,BitterLaser,3,205,15,131,108,23,50,26,13,9,4,0
04-06-2021,CelestialInterface,3,448,446,132,97,35,77,44,47,2,45,5
04-06-2021,ImpactTraining,2,882,509,349,218,131,84,52,82,31,51,0
04-06-2021,ImpactTraining,3,537,513,201,197,4,69,29,16,11,5,1
04-06-2021,PrimeSeven,3,116,29,57,39,18,99,48,87,4,83,0
04-06-2021,Mustangs,3,747,411,476,111,365,91,1,20,9,11,2
04-06-2021,CelestialInterface,3,430,410,384,204,180,57,47,48,4,44,3
04-06-2022,CelestialInterface,1,373,202,196,46,150,98,80,32,15,17,0
04-06-2022,Discovery,2,911,2,472,273,199,84,36,51,36,15,5
04-06-2022,ImpactTraining,1,379,123,188,16,172,75,61,60,15,45,8
04-06-2022,BitterLaser,1,577,406,88,78,10,92,86,14,0,14,1
04-06-2022,CelestialInterface,1,690,254,325,176,149,82,66,41,28,13,2
04-06-2022,PrimeSeven,1,567,55,38,27,11,70,47,47,40,7,1
04-06-2022,ImpactTraining,2,244,87,64,41,23,54,15,24,9,15,2
04-06-2022,PrimeSeven,1,173,162,129,16,113,98,70,16,0,16,1
04-06-2022,CelestialInterface,1,915,786,772,349,423,86,44,57,22,35,3
04-06-2023,BitterLaser,1,896,550,882,735,147,78,75,52,1,51,1
04-06-2023,ImpactTraining,2,840,539,63,2,61,55,42,35,0,35,1
04-06-2023,Aurora,2,800,176,511,351,160,57,37,0,0,0,0
04-06-2023,CelestialInterface,2,411,124,162,132,30,88,71,18,1,17,0
04-06-2023,CelestialInterface,1,751,94,173,148,25,62,15,35,23,12,0
04-06-2023,PrimeSeven,2,567,398,283,44,239,91,79,15,2,13,1
04-06-2023,Quicksilver,3,156,92,46,7,39,58,47,53,48,5,1
04-06-2023,Aurora,3,745,619,221,215,6,82,13,21,18,3,1
04-06-2023,PrimeSeven,2,371,122,301,152,149,60,33,8,7,1,0
04-06-2023,PrimeSeven,3,552,10,507,39,468,55,40,22,19,3,1
04-06-2023,Quicksilver,3,956,257,428,175,253,75,49,16,6,10,0
04-07-2021,GrayPanthers,1,109,59,60,6,54,52,20,33,24,9,1
04-07-2021,Aurora,1,592,136,27,18,9,89,20,75,52,23,10
04-07-2021,Quicksilver,2,646,286,84,46,38,50,6,45,4,41,0
04-07-2021,Mustangs,3,333,81,174,106,68,59,13,55,40,15,5
04-07-2021,BitterLaser,1,511,227,326,215,111,77,58,3,0,3,0
04-07-2021,CelestialInterface,3,160,92,120,47,73,51,11,25,16,9,0
04-07-2021,Quicksilver,3,227,33,128,58,70,79,64,72,49,23,0
04-07-2021,Quicksilver,2,626,438,402,374,28,79,75,16,14,2,1
04-07-2021,BitterLaser,3,795,260,112,86,26,76,58,26,12,14,0
04-07-2021,GrayPanthers,1,105,89,61,51,10,97,24,44,22,22,2
04-07-2022,GrayPanthers,2,805,5,50,6,44,79,0,51,14,37,4
04-07-2022,Quicksilver,3,785,431,697,193,504,69,68,51,21,30,5
04-07-2022,PrimeSeven,1,914,753,473,226,247,99,41,4,0,4,0
04-07-2022,ImpactTraining,3,204,155,125,3,122,65,40,32,2,30,2
04-07-2022,Honeycomb,2,233,211,125,115,10,62,32,42,2,40,5
04-07-2022,Aurora,2,439,234,321,101,220,70,61,25,20,5,2
04-07-2022,BitterLaser,1,754,126,495,349,146,65,12,1,0,1,0
04-07-2022,GrayPanthers,2,652,387,25,11,14,87,15,12,9,3,0
04-07-2022,Discovery,2,575,301,291,46,245,93,34,63,33,30,6
04-07-2022,ImpactTraining,1,790,92,704,547,157,75,47,30,11,19,1
04-07-2022,PrimeSeven,2,886,590,94,84,10,76,52,63,23,40,7
04-07-2023,PrimeSeven,3,525,405,366,363,3,94,76,92,32,60,5
04-07-2023,PrimeSeven,1,437,151,83,35,48,59,6,7,0,7,0
04-07-2023,Discovery,2,410,297,89,51,38,100,43,69,17,52,1
04-07-2023,Quicksilver,2,635,595,311,238,73,59,38,27,7,20,3
04-07-2023,GrayPanthers,2,861,353,659,172,487,50,38,15,11,4,1
04-08-2021,ImpactTraining,1,494,414,165,142,23,69,21,23,4,19,1
04-08-2021,Aurora,1,988,46,229,130,99,71,49,68,31,37,4
04-08-2021,GrayPanthers,3,398,351,290,57,233,51,15,49,14,35,5
04-08-2021,GrayPanthers,1,749,648,4,3,1,88,9,59,25,34,6
04-08-2021,Quicksilver,1,742,518,116,37,79,58,28,45,18,27,2
04-08-2021,Aurora,2,708,334,288,51,237,62,36,38,14,24,0
04-08-2021,Quicksilver,3,427,43,221,198,23,58,30,55,3,52,6
04-08-2021,BitterLaser,3,248,35,233,146,87,60,10,13,0,13,0
04-08-2021,ImpactTraining,1,547,462,440,78,362,80,72,12,1,11,0
04-08-2021,Aurora,3,940,535,681,673,8,94,51,20,9,11,1
04-08-2022,CelestialInterface,1,521,33,94,32,62,71,4,69,7,62,1
04-08-2022,GrayPanthers,1,342,201,92,34,58,96,28,61,30,31,2
04-08-2022,Honeycomb,1,402,175,327,170,157,90,19,79,41,38,6
04-08-2022,Mustangs,2,620,38,272,122,150,91,16,77,10,67,3
04-08-2022,Honeycomb,3,323,219,215,88,127,86,30,29,11,18,1
04-08-2022,PrimeSeven,3,557,164,406,362,44,77,45,24,8,16,1
04-08-2022,PrimeSeven,2,693,664,245,158,87,60,26,2,1,1,0
04-08-2022,PrimeSeven,1,400,321,68,11,57,84,80,23,16,7,1
04-08-2022,Aurora,2,669,472,518,46,472,92,38,50,37,13,3
04-08-2022,Quicksilver,2,300,136,78,39,39,51,10,37,4,33,3
04-08-2022,GrayPanthers,1,858,198,807,724,83,63,33,22,6,16,2
04-08-2022,BitterLaser,2,945,64,649,158,491,75,18,38,34,4,1
04-08-2023,Mustangs,3,612,516,495,378,117,75,12,61,31,30,6
04-08-2023,ImpactTraining,1,801,728,731,202,529,91,69,73,71,2,5
04-08-2023,Honeycomb,3,236,180,34,0,34,56,43,18,15,3,1
04-08-2023,Aurora,2,727,539,565,538,27,79,63,44,5,39,3
04-08-2023,PrimeSeven,3,130,113,47,21,26,65,8,56,35,21,4
04-08-2023,Discovery,2,650,103,174,52,122,53,1,52,15,37,2
04-08-2023,PrimeSeven,1,220,10,212,39,173,63,26,0,0,0,0
04-08-2023,CelestialInterface,1,160,66,104,71,33,99,39,38,2,36,1
04-08-2023,GrayPanthers,3,237,4,180,31,149,86,24,44,0,44,2
04-09-2021,Quicksilver,3,775,191,586,555,31,82,27,14,11,3,1
04-09-2021,BitterLaser,2,270,187,59,48,11,62,26,48,46,2,6
04-09-2021,ImpactTraining,3,484,236,213,54,159,75,73,6,1,5,0
04-09-2021,Aurora,3,508,18,455,400,55,87,20,79,30,49,4
04-09-2021,Honeycomb,1,329,74,260,76,184,64,15,9,0,9,0
04-09-2021,Discovery,2,640,605,448,267,181,95,78,54,1,53,7
04-09-2021,PrimeSeven,3,614,473,550,164,386,62,46,32,30,2,2
04-09-2021,PrimeSeven,2,765,62,191,16,175,94,38,47,9,38,6
04-09-2021,GrayPanthers,3,145,135,79,53,26,93,80,78,24,54,5
04-09-2021,Discovery,1,519,56,392,126,266,70,19,68,8,60,3
04-09-2022,Honeycomb,2,671,311,455,175,280,56,34,36,1,35,4
04-09-2022,Aurora,3,136,10,76,35,41,64,24,22,13,9,2
04-09-2022,ImpactTraining,2,679,279,653,589,64,61,11,16,3,13,0
04-09-2022,BitterLaser,1,692,387,672,296,376,94,17,20,6,14,2
04-09-2022,ImpactTraining,3,283,100,77,73,4,59,40,42,20,22,3
04-09-2022,ImpactTraining,3,653,189,6,3,3,83,29,67,11,56,3
04-09-2022,Mustangs,1,223,88,21,2,19,96,35,94,74,20,8
04-09-2022,BitterLaser,3,984,975,768,192,576,75,29,57,10,47,1
04-09-2022,Aurora,1,261,165,203,65,138,100,78,27,23,4,3
